BlockName,Category,CreatedOn,Crop,DistrictName,KCCCallID,KccAns,QueryText,QueryType,Season,Sector,StateName,day,month,year
GANGAPUR,Vegetables,2025-01-10T14:40:43.14,Onion,AURANGABAD,3418305,"शेतकरी साहेब, कांदा पीक लागवडीवेळेस (बेसल डोस) खत व्यवस्थापन- 
२४:२४:०० हे ५०-७५ किलो+ म्युरेट ऑफ पोटॅश ४०-५० किलो + सल्फर (गंधक) १२-१५ किलो +मॅग्नेशियम सल्फेट ५ किलो + सूक्ष्म अन्नद्रव्य २ किलो प्रति एकर हि सर्व खते मातीमध्ये (बेडवरती) मिसळून द्यावीत. धन्यवाद.
",FARMER ASKED ABOUT USE OF BESAL FERTILIZER APPLICATION FOR ONION CROP ?,Fertilizer Use and Availability,NA,HORTICULTURE,MAHARASHTRA,10,1,2025
GANGAPUR,Others,2025-01-10T16:18:58.843,Others,AURANGABAD,3418928,उसाच्या वाढीसाठी 19 19 19 दीडशे ग्रॅम अधिक मायक्रोला 50 मिली अधिक साफ बुरशीनाशक ३० ग्रॅम प्रति 15 लिटर पाण्यामध्ये घेऊन फवारणी करावी.,FARMER ASKING BAOUT SUGERCANE FERTILIZER DOSE?,Fertilizer Use and Availability,NA,AGRICULTURE,MAHARASHTRA,10,1,2025
PHULAMBRI,Millets,2025-01-10T17:08:11.55,Maize (Makka),AURANGABAD,3418971,"मका पिकामध्ये लवकर येणाऱ्या वान पुढील प्रमाणे बायो 96 81, एच क्यू पी एम ०१,०५, संगम , कुबेर.
धन्यवाद",FARMER ASKED ABOUT MAIZE CROP EARLY VARIETY ?,Seeds,NA,AGRICULTURE,MAHARASHTRA,10,1,2025
GANGAPUR,Cereals,2025-01-11T09:58:26.977,Wheat,AURANGABAD,3421514,"गहू पिकावरील मावा, तुडतुडा रसशोषक कीड नियंत्रणासाठी-
AREVA अरेवा (थियामेथोक्सम 25% डब्ल्यूजी) हे कीटकनाशक ८ ग्राम प्रति १५ लिटर पाण्यामध्ये घेऊन फवारावे. धन्यवाद..!","FARMER ASKED ABOUT SPRAY FOR CONTROL OF JASSIDS, APHIDS (SUCKING PEST) ATTACK IN WHEAT CROP ?
",	Plant Protection	,NA,AGRICULTURE,MAHARASHTRA,11,1,2025
KANAND,Millets,2025-01-11T10:50:12.653,Sorghum (Jowar/Great Millet),AURANGABAD,3421452,"ज्वारी पिकामध्ये पानांचा पिवळेपणा नियंत्रणासाठी - मॅग्नेशियम सल्फेट 60 ग्रॅम + एम -45 (मॅन्कोझेब 75% डब्ल्यू पी)- 30 ग्रॅम /15 लिटर पाण्यामध्ये घेऊन फवारणी करावी.         
",farmer asked query about yellowing of leaves in Sorghum crop ?,	Plant Protection	,NA,AGRICULTURE,MAHARASHTRA,11,1,2025
SILLOD,Others,2025-01-11T14:45:37.29,Others,AURANGABAD,3424159,"कृषी आयुक्तालय पुणे - 02026127840 /1800 233 4000
कृषी विभाग महाराष्ट्र शासन टोल फ्री क्रमांक - १८००-२३३४०००
",Farmer Asked About CONTACT NUMBER OF AGRICULTURE COMMISSIONER OF MAHARASHTRA ,Training and Exposure Visits,NA,AGRICULTURE,MAHARASHTRA,11,1,2025
SILLOD,Millets,2025-01-11T15:04:23.22,Maize (Makka),AURANGABAD,3424147,"महोदय, हवामान विभागाच्या अंदाजानुसार आपला औरंगाबाद जिल्हा आणि सिल्लोडतालुक्यामध्ये येत्या आठवड्यात वातावरण अंशतः ढगाळ राहील. परंतु  पावसाची शक्यता नाही..आजचे तापमान जास्तीत जास्त २८ अंश सेल्सिअस, कमीत कमी १८ अंश सेल्सिअस, वाऱ्याचा वेग ७  किलोमीटर प्रति ताशी दर्शविलेला आहे.. हवामान विभागाच्या अंदाजानुसार मका पीक काढणी नंतरचे नियोजन करावे.धन्यवाद..!  ",Farmer asked query on Weather,Cultural Practices,NA,AGRICULTURE,MAHARASHTRA,11,1,2025
KHULTABAD,Vegetables,2025-01-11T15:14:10.24,Onion,AURANGABAD,3424176,"शेतकरी साहेब, कांदा लागवडीनंतर १० ते ३० दिवसांदरम्यान : 
कांदा पिकाची वाढ होण्यासाठी- १९ १९ १९ हे ६० ग्राम+ पिकाचा विकास होण्यासाठी- समुद्री शेवाळअर्क (सी रुबी) ३० मिली प्रति १५ लिटर पाण्यामध्ये घेऊन फवारणी करावी. धन्यवाद.
",FARMER ASKED ABOUT USE OF NUTRIENT APPLICATION THROUGH SPRAY FOR GROWTH OF ONION CROP ?,Nutrient Management,NA,HORTICULTURE,MAHARASHTRA,11,1,2025
KHULTABAD,Pulses,2025-01-11T15:19:36.593,Pigeon pea (red gram/arhar/tur),AURANGABAD,3424163,मॅग्नेशियम किंवा अॅल्युमिनियम फॉस्फाइड या औषधाचा आपण वापर करू शकता तरी पण एकदा दुकानदाराला विचारून माहिती घ्यावी धन्यवाद,farmer asked control measure against tur stored grain pest?,Storage,NA,AGRICULTURE,MAHARASHTRA,11,1,2025
SILLOD,Pulses,2025-01-11T15:48:06.1,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),AURANGABAD,3424087,"महोदय हवामान खात्याच्या अंदाजानुसार तुमचा जिल्हा संभाजीनगर ,तालुका सिल्लोड मध्ये ११ जानेवारी ते १५ जानेवारी  दरम्यान हलका रिमझिम पाऊस पडण्याची शक्यता आहे,तसेच वातावरण अंशतः ढगाळ राहील आजचे किमान तापमान १८ अंश सेल्सिअस व कमाल तापमान २८ अंश सेल्सिअस राहण्याची शक्यता आहे,आणि वाऱ्याचा वेग ताशी ७ किलोमीटर राहण्याची शक्यता आहे,हवामान विभागाच्या अंदाजानुसार हरभरा  पिकाच सिंचनाचे नियोजन करावे धन्यवाद !",Farmer asked query on Weather,	Water Management	,NA,AGRICULTURE,MAHARASHTRA,11,1,2025
KANAND,Cereals,2025-01-11T16:26:20.87,Wheat,AURANGABAD,3424789,"शेतकरी बांधवांनो खते बियाणे विक्री करणारे केंद्रे विशिष्ट कंपनीचे खत किंवा बियाणे खरेदी करण्याची सक्ती किंवा चढत्या भावाने विक्री करत असेल तसेच बियाणे, खते, कीटकनाशके यांच्या तक्रारीबाबत - महाराष्ट्र कृषी विभागाचा कृषी तक्रार व्हाट्सअप हेल्पलाइन नंबर - ९८२२४४६६५५  या नंबर वरती पुराव्यासह आपली तक्रार नोंदवावी. धन्यवाद..! 
",Farmer asked what to do as they are being forced to pay urea fertilizer for wheat crop at rising prices?,Nutrient Management,NA,AGRICULTURE,MAHARASHTRA,11,1,2025
KANAND,Cereals,2025-01-12T09:32:19.197,Wheat,AURANGABAD,3427249,"गहू-

करपा रोग 
Amistar अमिस्टर (अझोझायस्ट्रॉबीन २५० EC) हे बुरशीनाशक ५ मिलि प्रति १५ लिटर पाण्यामध्ये घेऊन फवारणी करावी. धन्यवाद..! 

मावा-अ‍ॅक्ट्रा  (थायमेथोक्सम २५% डब्ल्यूजी) ५  ग्रॅम प्रति  १५  लिटर पाण्यात घेऊन फवारणी करावी. धन्यवाद..",farmer asked about blight of wheat and aphid attack on wheat?,	Plant Protection	,NA,AGRICULTURE,MAHARASHTRA,12,1,2025
KANAND,Millets,2025-01-12T09:39:53.917,Maize (Makka),AURANGABAD,3427248,"मका पिकामध्ये कीड नियंत्रणासाठी निंबोळी अर्क  १००००  पीपीएम  ३०  मिली प्रति १५ लिटर पाण्यात घेऊन फवारणी करावी.

मका खत व्यवस्थापन -

१० : २६ : २६ हे १ बॅग + सुक्ष्मअन्नद्रव्य ४ ते ५ किलो हे प्रति एकरी वापरावे. धन्यवाद.. !
",farmer asked about attack of caterpillar and aphid on maize also fertilizer dose for maize?,	Plant Protection	,NA,AGRICULTURE,MAHARASHTRA,12,1,2025
KHULTABAD,Pulses,2025-01-12T14:00:17.14,Pigeon pea (red gram/arhar/tur),AURANGABAD,3429656,"धान्य साठवणुकीतील किडींच्या नियंत्रणासाठी सेलफोंस पावडर वापरा
","
Control to store grain pest?  ",	Plant Protection	,NA,AGRICULTURE,MAHARASHTRA,12,1,2025
SILLOD,Others,2025-01-12T16:07:17.687,Others,AURANGABAD,3429651,"शेतकरी साहेब, पीएम किसान योजनेशी संबंधित कोणत्याही तक्रारी किंवा समस्यांसाठी तहसील कार्यालयामध्ये  (कृषी अधिकारी) यांच्याशी संपर्क साधावा किंवा पीएम-किसान हेल्पलाइन क्रमांक : 155261 / 011-24300606 या नंबर वरती संपर्क करावा. धन्यवाद..!",FARMER ASKED ABOUT STATUS OF INSTALLMENT & HELPLINE NUMBER OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?  ,Government Schemes,NA,AGRICULTURE,MAHARASHTRA,12,1,2025
VAIJAPUR,Pulses,2025-01-12T16:17:35.66,Pigeon pea (red gram/arhar/tur),AURANGABAD,3432148,"हवामान विभागाच्या अंदाजानुसार छत्रपती संभाजीनगर जिल्ह्यातील ,वैजापूर तालुक्यात या आठवड्यामध्ये वातावरण अंशतः ढगाळ राहील ,पावसाची शक्यता आहे. आजचे तापमान कमाल 30 अंश सेल्सिअस आणि किमान 18 अंश  सेल्सियस ,वाऱ्याचा वेग ताशी 7 किलोमीटर आहे. हवामान अंदाजानुसार तुर पिकाची काढणी करावी धन्यवाद!",Farmer asked query on Weather,Cultural Practices,NA,AGRICULTURE,MAHARASHTRA,12,1,2025
VAIJAPUR,Others,2025-01-12T18:33:31,Others,AURANGABAD,3432192,"शेतीविषयक शासकीय योजनांच्या अधिक माहितीसाठी आपले सरकार महाडीबीटी पोर्टलवर जाऊन अधिक माहिती घेऊ शकता किंवा आपल्या तालुका पक्ष अधिकारी कार्यालयामध्ये भेटून अधिक माहिती घेऊ शकता शेती विषयी आणि सरकारी कृषी योजना संबधी अधिक माहिती साठी संपर्क साधा,आपले गाव कृषी सहायक अधिकारी  तालुका कृषी अधिकारी याना भेट द्या .कृषी आयुक्तालय पुणे :- 020 2612 7840 धन्यवाद",Farmer asked about Government Scheme?,Government Schemes,NA,AGRICULTURE,MAHARASHTRA,12,1,2025
GANGAPUR,Pulses,2025-01-12T18:46:05.763,Pigeon pea (red gram/arhar/tur),AURANGABAD,3432051,"नमस्कार हवामान विभागाच्या अंदाजानुसार औरंगाबाद जिल्ह्यातील गंगापूर तालुका मध्ये पुढील पाचही दिवस वातावरण ढगाळ असेल, पावसाची शक्यता नाही , सरासरी जास्तीत जास्त तापमान 27 डिग्री सेल्सिअस कमीत कमी 18 डिग्री सेल्सिअस वाऱ्याचा वेग 8 किलोमीटर प्रतितास दाखवण्यात येत आहे तरी हवामानाचा अंदाज घेऊन आपण तुर पिकाच्या काढण्याचे नियोजन करावे धन्यवाद......",Farmer asked query on Weather,Cultural Practices,NA,AGRICULTURE,MAHARASHTRA,12,1,2025
GANGAPUR,Others,2025-01-12T18:47:31.653,Others,AURANGABAD,3432050,नमस्कार प्रधानमंत्री किसान सन्मान निधी योजनेच्या पुढील हप्त्याविषयीचे अजून तारीख जाहीर झालेली नाही धन्यवाद...,FARMER ASKED ABOUT STATUS OF 19th INSTALLMENT IN PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,Government Schemes,NA,AGRICULTURE,MAHARASHTRA,12,1,2025
GANGAPUR,Cereals,2025-01-13T11:44:15.813,Wheat,AURANGABAD,3433988,"  शेतकरी साहेब, शेंगांचा-फळांचा आकार वाढवण्यासाठी- ०० ५२ ३४ हे विद्राव्य खत ८० ग्रॅम प्रति १५ लिटर पाण्यामध्ये घेऊन फवारणी करावी. धन्यवाद..!
","FARMER ASKED ABOUT USE OF NUTRIENT APPLICATION THROUGH SPRAY FOR STOP OVER GROWTH AND INCREASING POD-FRUIT SETTING IN WHEAT CROP ?
",Nutrient Management,NA,AGRICULTURE,MAHARASHTRA,13,1,2025
PHULAMBRI,Millets,2025-01-13T12:13:46.17,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),AURANGABAD,3434067,"नमस्कार शेतकरी साहेब, बाजरी पिकाच्या जाती 
वाण : संकरीत वाण - श्रद्धा, सबुरी, शांती, फुले आदिशक्ती, फुले महाशक्ती
सुधारीत वाण : आयसीटीपी ८२०३, आयसीएमव्ही १५५, धनशक्ती
धन्यवाद. . !",FARMER ASKED ABOUT VARIETIES OF BAJARA CROP ?,Varieties,NA,AGRICULTURE,MAHARASHTRA,13,1,2025
VAIJAPUR,Vegetables,2025-01-13T16:39:16.903,Onion,AURANGABAD,3436616,"शेतकरी साहेब, कांदा पिकात ३० ते ४५ दिवसांदरम्यान खत व्यवस्थापन- १०:२६:२६ हे ५०-७५ किलो + मॅग्नेशियम सल्फेट १० किलो+ मायक्रोनुट्रीएंट खत ५ किलो प्रति एकर हि खते एकत्र करून जमिनीतून द्यावीत. धन्यवाद..!
","FARMER ASKED ABOUT USE OF FERTILIZER APPLICATION FOR 30 TO 45 DAYS ONION CROP ?
",Fertilizer Use and Availability,NA,HORTICULTURE,MAHARASHTRA,13,1,2025
SILLOD,Pulses,2025-01-13T20:05:49.657,Green Gram (Moong Bean/ Moong),AURANGABAD,3436388,"उन्हाळी मूग लागवड तंत्र-
पेरणी फेब्रुवारीच्या शेवटचा आठवडा ते मार्चचा पहिला पंधरवडा या काळात करावी.
धन्यवाद..",FARMER ASKED ABOUT SOWING TIME OF GREEN GRAM?,Sowing Time and Weather,NA,AGRICULTURE,MAHARASHTRA,13,1,2025
VAIJAPUR,Fiber Crops,2025-01-13T20:20:00.39,Cotton (Kapas),AURANGABAD,3436997,"कापूस बाजार भाव प्रति क्विंटल साठी फुलंब्री बाजार समिती 
कमीत कमी ७१५० रुपये प्रति क्विंटल 
जास्तीत जास्त ७५७५ रुपये प्रतिक्विंटल 
सरासरी ७३६० रुपये प्रतिक्विंटल धन्यवाद!",The farmer asked about the market price of the cotton crop?,Market Information,NA,AGRICULTURE,MAHARASHTRA,13,1,2025
AURANGABAD,Fruits,2025-01-14T09:39:12.22,Pomegranate,AURANGABAD,3439532,"शेतकरी साहेब,  शेतकरी साहेब, बागेतील झाडांची पानगळ करण्यासाठी-
इथरेल हे   १२०० मिली ६०० लिटर टॅंक साठी घेऊन फवारणी करावी.  धन्यवाद....!","FARMER ASKING ABOUT SPRAY FOR LEAF FALLING IN POMEGRANATE CROP ? 
",Cultural Practices,NA,HORTICULTURE,MAHARASHTRA,14,1,2025
GANGAPUR,Cereals,2025-01-14T10:06:22.053,Wheat,AURANGABAD,3439721,गंगापूर तालुक्याचा  हवामान अंदाज पुढील प्रमाणे दिनांक 14 ते 19 तारखेपर्यंत कोणत्या स्वरूपाचा पाऊस नाहीये परंतु  हवामान ढगाळ  राहील  जास्तीत जास्त तापमान हे 30 डिग्री कमीत कमी तापमान हे १७ डिग्री राहील वाऱ्याचा  वेग हा ७ किलोमीटर प्रतितास राहील या हवामान अंदाजानुसार गहू  पिकामध्ये पाण्याचे  नियोजन करू शकता  धन्यवाद,Farmer asked query on Weather,Weather,NA,AGRICULTURE,MAHARASHTRA,14,1,2025
0   ,Others,2025-01-14T11:19:42.623,Others,AURANGABAD,3439757,Other state call,Other state call,Training and Exposure Visits,NA,AGRICULTURE,MAHARASHTRA,14,1,2025
PAITHAN,Others,2025-01-14T14:12:11.973,Others,AURANGABAD,3439778,आपले पीएम किसान सन्मान निधी योजनेची रजिस्ट्रेशन तालुका लेवल ला किंवा जिल्हा लेवलला पेंडिंग असू शकते त्यामुळे रजिस्ट्रेशन नंबर निघत नाही तरी आपण आपल्या तालुका कृषी अधिकाऱ्यांना भेट देऊन यासंदर्भात चौकशी करून घ्यावी धन्यवाद,farmer asked about pm kisan samman nidhi yojana?,Government Schemes,NA,AGRICULTURE,MAHARASHTRA,14,1,2025
PHULAMBRI,Beekeeping,2025-01-14T17:03:26.503,Beekeeping,AURANGABAD,3441978,"केंद्रीय मधमाशी संशोधन आणि प्रशिक्षण संस्था (सीबीआरटीआय- दूरध्वनी:००२ २६७०८०६४) मधमाशीपालन तज्ञ- संपर्क- सुनील पोखरे- ७३८५२८९७०९, (साहायक संचालक, ‘सीबीआरटीआय’) या नंबरवर संपर्क साधून आपल्या प्रश्नांची माहिती मिळवावी. धन्यवाद..!
",FARMER ASKED HELPLINE/CONTACT NUMBER ABOUT HONEY BEE PRODUCTION /TRAINING RELATED INFORMATION ?,Training and Exposure Visits,NA,AGRICULTURE,MAHARASHTRA,14,1,2025
SILLOD,Others,2025-01-14T21:36:49.25,Others,AURANGABAD,3442116,"महोदय आपल्याला पी एम किसान सन्मान निधी योजनेचा  लाभ मिळत नाही आहे आपण तालुका कृषी अधिकारी कार्यालय संपर्क साधू शकता तसेच खालील क्रमांकावर कॉल करून अधिक माहिती घेऊ शकतात 18002334000 , . मुख्यमत्री हेल्पलाईन: 24x7 (टोल फ्री) क्र: 1800 120 8040 , कृ षी आयुक्तालय िुणे- ०२० २६१२ ७८४० /१८०० २३३ ४०००तसेच पीएम किसान एप्लीकेशन व्यवस्थित वर करत नसेल त्या संदर्भात सुद्धा आपण तिथे तक्रार देऊ शकता धन्यवाद","The farmer asked that he is not getting the benefit of PM Kisan Nidhi Yojana?
",Government Schemes,NA,AGRICULTURE,MAHARASHTRA,14,1,2025
GANGAPUR,Pulses,2025-01-15T07:35:06.317,Lentil (Masur),AURANGABAD,3443947,"मसूर बाजार भाव -कमीत कमी-6500   जास्तीत जास्त-7100   सरासरी- 6800  प्रतिक्विंटल

		",Farmer asked query on Mandi details,Market Information,NA,AGRICULTURE,MAHARASHTRA,15,1,2025
GANGAPUR,Others,2025-01-15T10:24:47.27,Others,AURANGABAD,3444885,"शेतकरी साहेब, पिक विम्याच्या माहितीसाठी आपल्या भागातील पीक विमा कंपनी टोल फ्री नंबर १४४४७ यावर संपर्क साधावा व योग्य ती माहिती त्यांच्याकडून प्राप्त करावी. संपर्क साधता न आल्यास पिक विमा संबंधित तक्रार तालुका कृषी अधिकारी यांच्याकडे करावी. धन्यवाद..!","
FARMER ASKED ABOUT CROP LOSS & CROP INSURANCE RELATED INFORMATION & THEIR HELPLINE NUMBER ?
",Government Schemes,NA,AGRICULTURE,MAHARASHTRA,15,1,2025
KHULTABAD,Others,2025-01-15T12:22:05.823,Others,AURANGABAD,3444951,ई पीक पाहणी या योजनेअंतर्गत आपण पिकाची पाहणी करत असाल तर पिक पाहणी वर्जन दोन हे एप्लीकेशन वापरावे,Farmer asked about information of e peek pahni ? ,Government Schemes,NA,AGRICULTURE,MAHARASHTRA,15,1,2025
VAIJAPUR,Vegetables,2025-01-15T17:32:40.067,Onion,AURANGABAD,3447533,"कवच ३० ग्रॅम/१५ लिटर पाण्यामध्ये घेऊन फवारणी करावी (क्लोरोथॅलॉनील ७५%) सिंजेन्टा
",farmer asked about blight attack on onion?,	Plant Protection	,NA,HORTICULTURE,MAHARASHTRA,15,1,2025
KANAND,Condiments and Spices,2025-01-15T19:19:32.723,Garlic,AURANGABAD,3447506,महोदय लसुन पिकाकरिता सध्या ह्या अवस्थेत सिंगल सुपर फॉस्फेट एक गोणी त्याबरोबर युरिया 20 ते 25 किलो आणि जर पोटॅश दिला असेल तर काही गरज नाही आणि दिली नसेल तर वीस ते पंचवीस किलो पोटॅश द्यावे आणि फवारणी बरोबर सूक्ष्म अन्नद्रव्य मायक्रोला 30 ते 40 मिली प्रति पंधरा लिटर पाण्यातून फवारणी करावी धन्यवाद,farmer asked about fertilizer dose for garlic now ,Fertilizer Use and Availability,NA,HORTICULTURE,MAHARASHTRA,15,1,2025
SILLOD,Pulses,2025-01-16T10:36:57.43,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),AURANGABAD,3450504,हरभरा पिकामध्ये कोणत्या स्वरूपाचा प्रादुर्भाव नसल्यास फवारणी करू नये पिकावरती थोड्या प्रमाणात किडीच्या रोगाचा प्रादुर्भाव दिसू लागल्यास फवारणी करावी धन्यवाद,farmer asked query for spraying in bengal gram?,	Plant Protection	,NA,AGRICULTURE,MAHARASHTRA,16,1,2025
GANGAPUR,Others,2025-01-16T11:52:15.397,Others,AURANGABAD,3450738,"शेतकरी साहेब, पिक विम्याच्या अधिक माहितीसाठी आपल्या भागातील पीक विमा कंपनी टोल फ्री नंबर १४४४७ यावर संपर्क साधावा व योग्य ती माहिती त्यांच्याकडून प्राप्त करून घ्यावी. संपर्क साधता न आल्यास पिक विमा संबंधित तक्रार तालुका कृषी अधिकारी यांच्याकडे करावी. धन्यवाद..!
","FARMER ASKED ABOUT CROP LOSS & CROP INSURANCE RELATED INFORMATION & THEIR HELPLINE NUMBER ?
",Government Schemes,NA,AGRICULTURE,MAHARASHTRA,16,1,2025
VAIJAPUR,Vegetables,2025-01-16T12:27:31.27,Onion,AURANGABAD,3450428,"शेतकरी साहेब, कांदा पिकातील मर रोग नियंत्रणासाठी-
ब्लू कॉपर (कॉपर ऑक्सीक्लोराइड ५०% डब्ल्यूपी) हे बुरशीनाशक ५०० ग्राम प्रति एकरी २०० लिटर पाण्यामध्ये मिसळून पाटपाण्याने किंवा ड्रीप ने द्यावे.धन्यवाद..!
","FARMER ASKED ABOUT HOW TO CONTROL WILT ATTACK IN ONION CROP ?
",	Plant Protection	,NA,HORTICULTURE,MAHARASHTRA,16,1,2025
VAIJAPUR,Pulses,2025-01-16T12:39:25.42,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),AURANGABAD,3450489,"शेतकरी साहेब, पिकाच्या मुळ्यांच्या वाढीस तसेच झाडाच्या / पिकाच्या सर्वांगीण विकासासाठी-  
Biovita X बायोविटा एक्स (समुद्री शैवाल) हे ३० ते ४० मिली प्रति १५ लिटर पाण्यामध्ये घेऊन फवारणी करावी. धन्यवाद.

शेतकरी साहेब, पिकात जास्त फुल व फळ धारणेसाठी-
Tata Bahaar टाटा बहार (अमीनो ऍसिड) हे ३० ते ४० मिली प्रति १५ लिटर पाण्यामध्ये घेऊन फवारणी करावी. धन्यवाद.
",FARMER ASKED ABOUT SPRAY FOR PROMOTE VEGETATIVE AND REPRODUCTIVE GROWTH OF  GRAM CROP ?,Nutrient Management,NA,AGRICULTURE,MAHARASHTRA,16,1,2025
AURANGABAD,Flowers,2025-01-16T13:56:50.86,Rose,AURANGABAD,3450511,शेतकरी साहेब गुलाब पिकामध्ये रस शोषक किडींचा प्रादुर्भाव रोखण्यासाठी ट्रेसर 0.3 मिली प्रतिलिटर किंवा 01 मिली प्रति लिटर या दराने फवारणी करू शकतात धन्यवाद,FARMER ASKED ABOUT ROSE CROP INSECTS ?,	Plant Protection	,NA,HORTICULTURE,MAHARASHTRA,16,1,2025
AURANGABAD,Vegetables,2025-01-16T13:57:42.477,Onion,AURANGABAD,3450510,"RIDOMIL GOLD रिडोमिल गोल्ड  (मेटॅलॅक्सिल 4% आणि मॅनकॉनझेब 64%) हे बुरशीनाशक 30 ग्रॅम प्रति १५ लिटर पाण्यामध्ये घेऊन फवारणी करावी. धन्यवाद.
",FARMER ASKED About ONION CROP LEAF BLIGHT ?,	Plant Protection	,NA,HORTICULTURE,MAHARASHTRA,16,1,2025
GANGAPUR,Others,2025-01-16T14:55:02.6,Others,AURANGABAD,3450430,"वसंतराव नाईक मराठवाडा कृषि विद्यापीठ, परभणी संपर्क क्रमांक 02452-223801","FARMER ASKED ABOUT Vasantrao Naik Marathwada Krishi Vidyapeeth, Parbhani CONTACT NUMBER ?",Agriculture Mechanization,NA,AGRICULTURE,MAHARASHTRA,16,1,2025
GANGAPUR,Millets,2025-01-16T21:15:14.573,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),AURANGABAD,3453546,उन्हाळी ज्वारीची पेरणी ही १५ ते २० जानेवारीच्या दरम्यान करावी.,Farmer asked about  summer Jowar sowing time information ?,Sowing Time and Weather,NA,AGRICULTURE,MAHARASHTRA,16,1,2025
KHULTABAD,Others,2025-01-17T08:44:23.99,Others,AURANGABAD,3456413,"हवामान विभागाच्या अंदाजानुसार आपल्या  खुलताबाद तालुक्यात - या आठवड्यामध्ये वातावरण अंशतः ढगाळ राहील. पावसाची शक्यता नाही .आजचे तापमान -कमाल - 30 अंश सेल्सियस आणि किमान - 16 अंश सेल्सियस  ,वाऱ्याचा वेग -तासी  07  किलोमीटर आहे.धन्यवाद   

",Farmer asked query on Weather,Weather,NA,AGRICULTURE,MAHARASHTRA,17,1,2025
VAIJAPUR,Vegetables,2025-01-17T10:27:42.857,Onion,AURANGABAD,3456226,कांदा पिकावरती काँटफ प्लस या बुरशीनाशकाची फवारणी करावी,FARMER ASKED ABOUT PREVENTIVE FUNGICIDE SPRAY ON ONION CROP?,	Plant Protection	,NA,HORTICULTURE,MAHARASHTRA,17,1,2025
SOEGAON,Pulses,2025-01-17T14:47:56.017,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),AURANGABAD,3456368,"शेतकरी साहेब,हरभरा  पिकामध्ये फुलांची गळ कमी करून, अधिक फळधारणा होण्यासाठी- १३ ४० १३ हे विद्राव्य खत ८० ग्रॅम + मायक्रोला ३० मिली प्रति १५ लिटर पाण्यामध्ये घेऊन फवारणी करावी. धन्यवाद..!","FARMER ASKED ABOUT HOW TO CONTROL FLOWER DROP & INCREASING NUMBER OF FRUITS IN BENGAL GRAM CROP ?
",Nutrient Management,NA,AGRICULTURE,MAHARASHTRA,17,1,2025
VAIJAPUR,Vegetables,2025-01-17T16:35:09.427,Onion,AURANGABAD,3456272,"हवामान विभागाच्या अंदाजानुसार ,आपला जिल्हा औरंगाबाद तालुका वैजापूर पुढील 5 दिवसांत वातावरण ढगाळ राहील . पावसाची शक्यता नाही .आजचे तापमान - कमाल - 31 अंश सेल्सियस आणि किमान - 14 सेल्सियस  ,वाऱ्याचा वेग - तासी 8  किलोमीटर आहे .हवामान विभागाच्या अंदाजानुसार कांदा पिकाच्या लागवडीचे व्यवस्थापन करू शकता धन्यवाद",Farmer asked query on Weather,Cultural Practices,NA,HORTICULTURE,MAHARASHTRA,17,1,2025
VAIJAPUR,Others,2025-01-17T16:37:28.803,Others,AURANGABAD,3456271,"प्रधान मंत्री किसान सन्मान निधी योजनांबद्दल अधिक माहितीसाठी  011-23382012 / विस्तार- (2715/270 9), 011-233810 9 2 (डायरेक्ट 1हेल्पलाइन )1800 115 526155261 / 011-24300606 टोल फ्री क्रमांकावर संपर्क करा
","FARMER ASKED ABOUT BENEFICIARY STATUS OF PRDHANMANTRI KISAN SANMAN NIDHI YOJANA ?
",Government Schemes,NA,AGRICULTURE,MAHARASHTRA,17,1,2025
SILLOD,Others,2025-01-17T17:20:06.517,Others,AURANGABAD,3458842,कृषी हेल्पलाईन क्रमांक- १८८ २३३ ४००० . धन्यवाद . ,FARMER ASKED ABOUT HELPLINE NUMBER FOR AGRICULTURE SCHEME ?,Government Schemes,NA,AGRICULTURE,MAHARASHTRA,17,1,2025
SILLOD,Pulses,2025-01-17T17:37:38.57,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),AURANGABAD,3458843,"हरभरा - फुलांचे प्रमाण वाढवण्यासाठी -बुमफ्लॉवर ३० मिली/१५ लिटर पाण्यामध्ये घेऊन फवारणी करावी.(नायट्रोबेंझीन २०%) देवी क्रॉप सायन्स 
","FOR FLOWERING 	IN GRAM ?
",Nutrient Management,NA,AGRICULTURE,MAHARASHTRA,17,1,2025
AURANGABAD,Fruits,2025-01-18T11:55:56.277,Mosambi,AURANGABAD,3461277,"मोसंबी पिकावरील फुलांचे प्रमाण वाढवण्यासाठी - टाटा बहार ३० मिली + १२ ६१ ००  ६० ग्राम  /१५ लिटर पाण्यामध्ये घेऊन फवारणी करावी.धन्यवाद 
","FARMER ASKED ABOUT FOR FLOWERING ON MOSAMBI CROP ?	
",Fertilizer Use and Availability,NA,HORTICULTURE,MAHARASHTRA,18,1,2025
